7,Gouweleeuw,12,424.843,2021.63,2002,1993.91,16,1.0625
8,Gregoritsch,12,960.045,1998.97,2012.38,2030.52,7,3
9,Gruezo,12,1590.67,1953.88,1951.51,1953.88,4,2
10,Gumny,12,351.689,2021.33,2015.95,2006.65,18,1
11,Hahn,12,379.43,1982.3,2007.22,1993.98,17,2.58822
12,Iago,12,427.276,2039.16,2022.67,2007.43,16,1
13,Jensen,12,1607.33,1973.52,1969.12,1973.52,2,2
14,Koubek,12,1981.49,1981.49,1981.49,1981.49,0,0
15,Maier,12,702.137,1981.08,1982.06,1981.08,12,2
16,Moravek,12,966.399,2007.66,2023.96,2007.66,8,2
17,Niederlechner,12,787.706,1994.49,2004.66,2016.34,10,3
18,Oxford,12,383.215,2043.12,2018.09,1997.47,18,1
19,Pedersen,12,1176.07,1959.61,1956.69,1966.9,6,1.66667
20,Pepi,12,1623.57,2000.49,2000.75,1999.99,2,3
21,Seong-Hoon,12,1981.49,1981.49,1981.49,1981.49,0,0
22,Strobl,12,1603.5,1972.14,1971.33,1972.14,3,2
23,Suchy,12,1978.77,1978.77,1978.77,1978.77,1,1
24,Uduokhai,12,1207.06,1994.44,2010.78,2018.81,6,1
25,Vargas,12,340.969,1962.6,1969.26,1963.53,18,2.38888
26,Winther,12,1806.69,1985.43,1994.96,2000.35,1,1
27,Zeqiri,12,972.127,2009.57,2013.3,2012.27,7,2.85714
0,Andersson,13,643.53,1993.6,1992.44,1984,12,3
1,Arokodare,13,1990.32,1990.32,1990.32,1990.32,0,0
2,Arrey_Mbi,13,1999.09,1999.09,1999.09,1999.09,0,0
3,Chabot,13,2009.07,2009.07,2009.07,2009.07,0,0
4,Dennis,13,1994.64,1994.64,1994.64,1994.64,0,0
5,Drexler,13,1812.44,2007.35,2005.34,2001.45,2,2.5
6,Duda,13,474.822,2016.52,2017.43,2022.84,16,2.125
7,Ehizibue,13,1460.46,1956.83,1973.46,1982.36,4,1
8,Hector,13,381.341,2020.1,1989.7,1981.46,18,1.22222
9,Hoger,13,1980.5,1980.5,1980.5,1980.5,0,0
10,Horn,13,1997.92,710.767,710.767,710.767,12,0
11,Horn,13,1781.44,1958.18,1966.14,1970.57,3,1
12,Huebers,13,675.72,1964.31,1935.99,1915.59,10,1
13,Jakobs,13,1814.03,2030.4,2020.73,2014.55,1,1
14,Kainz,13,317.378,2043.36,2062.93,2038.5,19,2.1579
15,Kilian,13,773.791,1994.37,1984.45,1975.34,9,1
16,Limnios,13,1986.67,1986.67,1986.67,1986.67,0,0
17,Ljubicic,13,645.442,2035.39,2062.82,2050.02,11,2.18183
18,Meyer,13,1975.95,1975.95,1975.95,1975.95,0,0
19,Modeste,13,386.953,2015.49,2031.94,2049.69,16,3
20,Ozcan,13,636.023,2010.7,2024.31,2010.7,11,2
21,Perez,13,1186.21,1983.93,1985.67,1984.96,5,1
22,Schaub,13,1321.82,2019.07,2030.46,2019.07,4,2
23,Schindler,13,1725.63,1916.61,1915.53,1914.55,1,1
24,Schmitz,13,381.046,2033.52,2011.31,1992.33,17,1
25,Schwaebe,13,2028.47,787.147,787.147,787.147,9,0
26,Skhiri,13,647.053,2013.87,2025.31,2014.46,13,1.92308
27,Thielmann,13,1073.61,2012.2,2025.13,2017.32,6,2.33333
28,Uth,13,628.481,1966.8,1992.09,2019.81,11,2.63635
29,Zieler,13,1990.32,1990.32,1990.32,1990.32,0,0
0,Albrecht,14,1974.59,1974.59,1974.59,1974.59,0,0
1,Alderette,14,1607.76,2003.49,1989,1979.25,3,1
2,Ascacibar,14,427.762,1997.71,1987.13,1997.71,16,2
3,Belfodil,14,623.178,1963.65,1983.35,2009.8,11,3
4,Bjoerkan,14,1998.09,1998.09,1998.09,1998.09,0,0
5,Boyata,14,519.15,2000.18,1989.42,1978.05,14,1
6,Cordoba,14,1796.28,1987.44,1985.44,1980.87,2,3
7,Cunha,14,1618.83,1982.32,1977.85,1984.37,3,2.66667
8,Dardai,14,971.59,1992.81,2005.05,2000.15,9,1.22222
9,Darida,14,465.383,1995.94,2002.87,1995.94,14,2
10,Dilrosun,14,1452.43,1978.88,1984.33,1999.11,4,2.5
11,Ekkelenkamp,14,1321.01,2008.82,2013.15,2006.85,4,2.25
12,Gechter,14,1632.57,2006.76,2010.14,2011.45,2,1
13,Guendouzi,14,2007.05,2025.93,2046.33,2025.93,2,2
14,Jarstein,14,1994.22,1994.22,1994.22,1994.22,0,0
15,Jovetic,14,874.728,2005.96,2012.19,2017.83,8,3
16,K.Boateng,14,1324.5,2002.1,2002.36,2002.1,4,2
17,Kempf,14,652.629,2009.73,2016.23,2016.13,13,1
18,Klunter,14,1195.12,2046.41,2041.21,2019.8,6,1.16667
19,Leckie,14,1602.38,1965.18,1961.65,1954.62,2,3
20,Lee,14,2008.07,2008.07,2008.07,2008.07,0,0
21,Maolida,14,872.251,2004.55,2003.31,2007.23,8,2.62499
22,Mittelstadt,14,698.819,1967.54,1987.4,1995.05,11,1.36364
23,Ngankam,14,1775.24,1964.06,1959.05,1950.18,1,3
24,Nsona,14,1998.09,1998.09,1998.09,1998.09,0,0
25,Pekarik,14,699.859,1981.38,1978.32,1972.61,11,1
26,Plattenhardt,14,713.218,1979.05,1978.3,1985.41,10,1.3
27,Radonkic,14,1605.47,1971.95,1974.92,1978.08,3,3
28,Redan,14,1974.59,1974.59,1974.59,1974.59,0,0
29,Richter,14,633.986,2004.79,2042.32,2048.81,12,2.33334
30,Schwolow,14,1997.09,230.969,230.969,230.969,23,0
31,Selke,14,978.254,2003.93,1999.38,1987.01,8,3
32,Serdar,14,456.059,1940.82,1954.35,1967.82,15,2.4
